<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
26.11.2020,16:01:00,108297,115200,107956,113265,17
26.11.2020,16:02:00,113351,115085,108136,108136,37
26.11.2020,16:03:00,110828,115285,107927,109763,42
26.11.2020,16:04:00,110901,115203,107918,111308,82
26.11.2020,16:05:00,115125,115125,108131,110158,65
26.11.2020,16:06:00,109426,115199,107932,110378,91
26.11.2020,16:07:00,115210,115210,108271,112072,68
26.11.2020,16:08:00,109417,115206,107928,114511,23
26.11.2020,16:09:00,114729,115011,108001,110959,24
26.11.2020,16:10:00,109484,115264,108095,113952,31
26.11.2020,16:11:00,108824,114734,108200,112798,67
26.11.2020,16:12:00,109226,115039,107907,112726,2
26.11.2020,16:13:00,113255,115213,108201,112912,94
26.11.2020,16:14:00,115225,115261,108130,110736,82
26.11.2020,16:15:00,109680,115295,108137,114656,43
26.11.2020,16:16:00,112274,114987,108403,111674,77
26.11.2020,16:17:00,109116,115187,108101,111195,62
26.11.2020,16:18:00,109868,115246,107946,112559,97
26.11.2020,16:19:00,114577,114984,107958,108258,50
26.11.2020,16:20:00,109349,114890,107974,108181,68
26.11.2020,16:21:00,114167,115135,108199,109124,68
26.11.2020,16:22:00,113851,115294,108050,114877,56
26.11.2020,16:23:00,111718,115203,107951,109648,89
26.11.2020,16:24:00,115053,115227,107961,110155,24
26.11.2020,16:25:00,109429,115074,107960,109918,76
26.11.2020,16:26:00,112049,115200,108178,108917,6
26.11.2020,16:27:00,111495,115010,108092,111448,28
26.11.2020,16:28:00,111355,115278,108002,110669,31
26.11.2020,16:29:00,115069,115276,108079,114779,59
26.11.2020,16:30:00,110421,115252,107980,114997,55
26.11.2020,16:32:00,109539,115293,107958,111811,79
26.11.2020,16:33:00,110193,115244,108088,114177,16
26.11.2020,16:34:00,111587,115270,107957,112402,10
26.11.2020,16:35:00,112500,115253,107908,107935,16
26.11.2020,16:36:00,108946,115170,107947,111047,27
26.11.2020,16:37:00,111354,115116,107983,113795,20
26.11.2020,16:38:00,113744,115191,107926,110662,60
26.11.2020,16:39:00,112424,114928,108047,111112,50
26.11.2020,16:40:00,112402,115180,108030,113425,60
26.11.2020,16:41:00,111512,115117,107963,111476,84
26.11.2020,16:42:00,111587,115247,107900,108781,49
26.11.2020,16:43:00,109062,115290,108095,110032,47
26.11.2020,16:44:00,115214,115214,108170,108447,53
26.11.2020,16:45:00,110384,115210,107922,111479,94
26.11.2020,16:46:00,111130,115219,107914,109044,91
26.11.2020,16:47:00,108983,115275,107953,109104,94
26.11.2020,16:48:00,108582,115262,107915,114965,62
26.11.2020,16:49:00,110305,115271,107908,109128,4
26.11.2020,16:50:00,111395,115248,108024,109218,47
26.11.2020,16:51:00,114115,115198,108098,110484,51
26.11.2020,16:52:00,110985,115165,107951,108123,26
26.11.2020,16:53:00,110621,115169,107982,115169,79
26.11.2020,16:54:00,112037,115077,107950,114961,41
26.11.2020,16:56:00,109663,115271,107990,108858,63
26.11.2020,16:57:00,111717,115097,107920,114161,96
26.11.2020,16:58:00,108144,114958,108010,113150,47
26.11.2020,16:59:00,108214,115175,107925,110254,82
26.11.2020,17:00:00,111136,115077,107939,112150,18
26.11.2020,17:01:00,108817,115145,107942,114459,79
26.11.2020,17:02:00,109645,115200,108004,109446,75
26.11.2020,17:03:00,109212,115248,107940,111186,14
26.11.2020,17:04:00,110232,115288,108234,114899,51
26.11.2020,17:05:00,111202,115107,108058,112417,29
26.11.2020,17:06:00,113840,115258,108116,113368,28
26.11.2020,17:07:00,114199,115185,107905,115063,81
26.11.2020,17:08:00,115110,115197,107950,108182,17
26.11.2020,17:09:00,110853,115223,108000,114537,79
26.11.2020,17:10:00,113430,115288,107959,112093,12
26.11.2020,17:11:00,113680,115013,107979,112118,82
26.11.2020,17:12:00,113980,115280,107964,114101,22
26.11.2020,17:13:00,109280,115297,107987,111023,59
26.11.2020,17:14:00,110174,115082,107991,112088,52
26.11.2020,17:15:00,111947,115270,107928,114443,62
26.11.2020,17:16:00,108732,115289,108111,114651,88
26.11.2020,17:17:00,111249,115243,107967,111146,10
26.11.2020,17:18:00,110925,115175,107922,109861,98
26.11.2020,17:19:00,111274,115185,108018,108224,87
26.11.2020,17:20:00,113126,115196,108017,112843,9
26.11.2020,17:21:00,115184,115184,108046,108335,19
26.11.2020,17:22:00,108092,115278,108071,115033,91
26.11.2020,17:23:00,108222,115166,107972,108202,11
26.11.2020,17:24:00,112947,115173,108015,114509,23
26.11.2020,17:25:00,108826,115292,108272,108963,66
26.11.2020,17:26:00,113347,115233,108126,108862,20
26.11.2020,17:27:00,114475,115192,107965,113297,81
26.11.2020,17:28:00,109697,115224,107919,111461,89
26.11.2020,17:29:00,115263,115263,107967,111229,3
26.11.2020,17:30:00,108889,115297,108049,110789,47
26.11.2020,17:31:00,115277,115277,107919,110436,45
26.11.2020,17:32:00,113596,115146,108060,112946,35
26.11.2020,17:33:00,110550,115166,108182,113051,54
26.11.2020,17:34:00,111686,115270,107912,114154,50
26.11.2020,17:35:00,109046,115159,107916,108502,62
26.11.2020,17:36:00,113773,115163,107988,108316,63
26.11.2020,17:37:00,111237,115014,107968,109647,70
26.11.2020,17:38:00,110800,115298,107946,114839,32
26.11.2020,17:39:00,108513,115206,107926,112792,97
26.11.2020,17:40:00,113053,115118,107964,112178,91
26.11.2020,17:41:00,113480,115177,108068,109269,92
26.11.2020,17:42:00,114100,115293,107900,112492,27
26.11.2020,17:43:00,113109,115219,107931,110324,56
26.11.2020,17:44:00,108170,115251,108083,110872,92
26.11.2020,17:46:00,113226,115151,107999,109318,5
26.11.2020,17:47:00,113050,115299,107912,115299,51
26.11.2020,17:48:00,112210,115293,108184,111518,84
26.11.2020,17:49:00,110678,115292,108051,112414,97
26.11.2020,17:50:00,108010,115269,107903,109173,81
26.11.2020,17:51:00,113183,115288,108012,108012,2
26.11.2020,17:52:00,111851,115104,108124,113741,80
26.11.2020,17:53:00,110339,115101,108222,114499,24
26.11.2020,17:54:00,112690,115259,108096,112851,71
26.11.2020,17:55:00,111090,115001,107927,114359,12
26.11.2020,17:56:00,113862,115195,108025,115195,44
26.11.2020,17:57:00,112275,115219,108138,108845,18
26.11.2020,17:58:00,111678,115172,108188,114935,93
26.11.2020,17:59:00,113060,115115,107974,110276,8
26.11.2020,18:00:00,114206,114939,108041,108041,23
26.11.2020,18:01:00,111182,115071,108266,112786,51
26.11.2020,18:03:00,111861,115077,108013,112468,59
26.11.2020,18:04:00,113187,115178,108243,113285,6
26.11.2020,18:05:00,111360,115107,107933,113812,9
26.11.2020,18:06:00,112921,115145,108152,112885,82
26.11.2020,18:07:00,111756,114823,108004,114406,76
26.11.2020,18:08:00,113237,115234,108124,112791,79
26.11.2020,18:09:00,109266,115081,108035,109266,58
26.11.2020,18:10:00,110364,115241,107933,114647,25
26.11.2020,18:11:00,111145,115267,107926,108807,88
26.11.2020,18:12:00,113280,115269,108375,114102,66
26.11.2020,18:13:00,109125,115063,107914,109483,5
26.11.2020,18:14:00,110895,115255,108041,110653,24
26.11.2020,18:15:00,115296,115296,107961,107961,40
26.11.2020,18:16:00,114731,115141,107972,114836,46
26.11.2020,18:17:00,109984,115090,108224,115090,77
26.11.2020,18:18:00,112852,115285,108228,113351,16
26.11.2020,18:19:00,110807,115120,107934,108515,93
26.11.2020,18:20:00,110394,115108,107918,112574,44
26.11.2020,18:21:00,108450,115088,107986,108338,26
26.11.2020,18:22:00,115238,115296,107911,111172,86
26.11.2020,18:23:00,113221,115241,107928,109934,5
26.11.2020,18:24:00,109677,115294,107973,109141,24
26.11.2020,18:25:00,110987,115264,107944,113155,92
26.11.2020,18:26:00,109842,115296,107911,112094,53
26.11.2020,18:27:00,114744,114744,108023,108695,97
26.11.2020,18:28:00,109734,114979,108387,111866,44
26.11.2020,18:29:00,113238,115180,107967,111286,2
26.11.2020,18:30:00,113404,115102,107932,108462,79
26.11.2020,18:31:00,109593,115269,107938,108207,32
26.11.2020,18:32:00,114287,115279,108180,114463,22
26.11.2020,18:33:00,109718,115248,107924,113194,59
26.11.2020,18:34:00,110533,115238,107974,110662,69
26.11.2020,18:35:00,107956,114994,107956,110722,12
26.11.2020,18:36:00,114206,115218,108074,113697,1
26.11.2020,18:37:00,110139,115210,108256,108256,66
26.11.2020,18:38:00,113007,115188,108123,108950,60
26.11.2020,18:39:00,108123,115226,108110,114950,57
26.11.2020,18:40:00,108996,115166,108047,109942,39
26.11.2020,18:41:00,113670,115056,107913,110514,19
26.11.2020,18:42:00,115023,115243,108359,109501,14
26.11.2020,18:43:00,108754,115111,108127,111345,16
26.11.2020,18:44:00,111939,115260,107999,110071,68
26.11.2020,18:45:00,110836,115257,108491,110270,37
26.11.2020,18:46:00,113459,115170,108208,111760,35
26.11.2020,18:47:00,112605,115253,107923,112151,74
26.11.2020,18:48:00,112477,115217,108167,114856,49
26.11.2020,18:49:00,114633,115241,107979,110257,14
26.11.2020,18:50:00,112041,115190,108018,108396,65
26.11.2020,18:51:00,112336,114890,107924,112439,60
26.11.2020,18:52:00,112756,115186,107971,113172,53
26.11.2020,18:53:00,114080,115163,107938,108610,53
26.11.2020,18:54:00,110542,115285,107921,112687,78
26.11.2020,18:55:00,111067,114582,108213,108266,13
26.11.2020,18:56:00,112535,115293,107938,110953,69
26.11.2020,18:57:00,108871,115290,107956,108638,81
26.11.2020,18:58:00,110883,115294,107958,111100,74
26.11.2020,18:59:00,110977,114974,107918,114972,41
26.11.2020,19:00:00,112742,115278,108525,110659,74
26.11.2020,19:01:00,113606,114918,108003,109227,46
26.11.2020,19:02:00,114822,115169,107966,111772,61
26.11.2020,19:03:00,108911,115196,107907,114068,22
26.11.2020,19:04:00,107998,115001,107920,114174,8
26.11.2020,19:05:00,108775,115231,108310,112053,63
26.11.2020,19:06:00,109596,114952,107991,110576,75
26.11.2020,19:07:00,114481,115007,107913,112626,52
26.11.2020,19:08:00,108300,114839,107934,113771,83
26.11.2020,19:09:00,112096,115149,107999,108589,86
26.11.2020,19:10:00,114674,115055,107970,108082,40
26.11.2020,19:11:00,112289,114783,108217,109629,75
26.11.2020,19:12:00,112789,114860,107908,113045,11
26.11.2020,19:13:00,109717,115195,107976,108394,74
26.11.2020,19:14:00,114712,115274,107904,112099,40
26.11.2020,19:15:00,108501,115280,107988,110312,12
26.11.2020,19:16:00,108504,115046,107908,111394,79
26.11.2020,19:17:00,114138,115190,107953,109717,55
26.11.2020,19:18:00,111095,115119,108129,111062,88
26.11.2020,19:19:00,113326,115172,108083,112218,47
26.11.2020,19:20:00,113437,114718,107958,108765,7
26.11.2020,19:21:00,112916,115071,108107,110334,48
26.11.2020,19:22:00,112220,115266,107954,112702,18
26.11.2020,19:23:00,113855,115260,108187,112988,73
26.11.2020,19:24:00,110799,115181,107913,113529,4
26.11.2020,19:25:00,115057,115057,107980,108411,45
26.11.2020,19:26:00,109956,115215,108390,111491,20
26.11.2020,19:27:00,115085,115085,107934,111845,81
26.11.2020,19:28:00,109208,115254,107942,113342,95
26.11.2020,19:29:00,114057,115236,107902,110894,56
26.11.2020,19:30:00,114331,115173,107942,111259,84
26.11.2020,19:31:00,108077,115267,107938,110193,96
26.11.2020,19:32:00,111752,114938,107905,109982,16
26.11.2020,19:33:00,110497,115272,108017,111892,58
26.11.2020,19:34:00,109596,115244,107904,111476,12
26.11.2020,19:35:00,112279,114988,107947,114113,10
26.11.2020,19:36:00,112049,115149,108022,109010,15
26.11.2020,19:37:00,112623,115273,108070,110621,25
26.11.2020,19:38:00,111863,115199,107959,111544,49
26.11.2020,19:39:00,113836,115157,107992,109256,93
26.11.2020,19:40:00,112214,115229,108053,113270,56
26.11.2020,19:41:00,109366,115242,107949,109834,29
26.11.2020,19:42:00,108700,115241,107962,109636,37
26.11.2020,19:43:00,111153,115133,108054,111519,5
26.11.2020,19:44:00,110356,115051,108236,114738,90
26.11.2020,19:45:00,110060,115128,107948,108880,87
26.11.2020,19:46:00,111580,115199,107976,110168,42
26.11.2020,19:47:00,113397,115132,108074,113354,43
26.11.2020,19:48:00,112015,115040,108248,114577,93
26.11.2020,19:49:00,110439,115131,107965,114595,98
26.11.2020,19:50:00,112193,115248,108307,113916,72
26.11.2020,19:51:00,110696,115189,108191,113482,70
26.11.2020,19:52:00,110646,115290,108175,111579,15
26.11.2020,19:53:00,109590,115292,107927,108510,3
26.11.2020,19:54:00,110038,115285,108106,108987,68
26.11.2020,19:55:00,111309,115296,108024,111397,63
26.11.2020,19:56:00,112269,115284,108043,112984,90
26.11.2020,19:57:00,113569,115190,107922,109624,37
26.11.2020,19:58:00,112143,115272,108374,108374,28
26.11.2020,19:59:00,110100,115121,108292,111907,53
26.11.2020,20:00:00,109094,115268,107957,109565,97
27.11.2020,10:00:00,112622,115025,107956,115025,87
27.11.2020,10:01:00,111827,115297,107979,109953,9
27.11.2020,10:02:00,110670,115148,107966,114417,61
27.11.2020,10:03:00,110961,115298,108190,109556,11
27.11.2020,10:04:00,113564,115218,108242,112900,24
27.11.2020,10:05:00,113825,115183,107984,114513,80
27.11.2020,10:06:00,114657,115200,107978,114977,45
27.11.2020,10:07:00,108534,115199,108006,113138,2
27.11.2020,10:08:00,108262,114798,107994,108005,65
27.11.2020,10:09:00,109422,115130,107910,110457,61
27.11.2020,10:10:00,110628,115206,108022,110711,87
27.11.2020,10:11:00,113467,115298,107903,111521,57
27.11.2020,10:12:00,112054,115067,107901,110516,76
27.11.2020,10:13:00,113578,115184,108011,108011,51
27.11.2020,10:14:00,111244,115285,107914,111000,91
27.11.2020,10:15:00,112252,115071,107980,109687,59
27.11.2020,10:17:00,111667,115234,107924,112730,72
27.11.2020,10:18:00,112518,115182,108100,113287,46
27.11.2020,10:19:00,113352,115237,107913,111378,78
27.11.2020,10:20:00,114051,114930,107949,113462,80
27.11.2020,10:21:00,112726,115291,107926,110067,31
27.11.2020,10:22:00,115076,115189,107910,109989,44
27.11.2020,10:23:00,108362,115266,108290,114202,42
27.11.2020,10:24:00,108046,115241,108046,108555,84
27.11.2020,10:25:00,109727,114853,107943,108338,38
27.11.2020,10:26:00,114687,115234,107911,108809,80
27.11.2020,10:27:00,112997,115123,108048,108575,73
27.11.2020,10:28:00,114870,115292,107945,113529,12
27.11.2020,10:29:00,114909,115181,107990,110039,34
27.11.2020,10:30:00,112577,115293,107929,108790,43
27.11.2020,10:31:00,111890,115207,107981,108531,44
27.11.2020,10:32:00,112471,115238,108028,110357,47
27.11.2020,10:33:00,113596,114998,108052,113045,78
27.11.2020,10:34:00,108065,115243,107902,108803,17
27.11.2020,10:35:00,109966,115285,108127,114804,27
27.11.2020,10:36:00,111201,115023,107909,111105,83
27.11.2020,10:37:00,109796,115192,107917,113228,80
27.11.2020,10:38:00,113260,115227,107965,112311,40
27.11.2020,10:39:00,109794,115214,108215,109070,13
27.11.2020,10:40:00,108139,115258,107983,112828,28
27.11.2020,10:41:00,113546,115290,108422,112720,79
27.11.2020,10:42:00,112628,114939,107971,108064,34
27.11.2020,10:43:00,112818,115257,107920,110612,15
27.11.2020,10:44:00,110235,114956,107926,109522,87
27.11.2020,10:45:00,113826,115198,107919,108391,10
27.11.2020,10:46:00,110453,115031,107952,110915,23
27.11.2020,10:47:00,110011,115261,108103,109337,28
27.11.2020,10:48:00,109192,115174,107922,108850,4
27.11.2020,10:49:00,110240,115154,107934,110829,88
27.11.2020,10:50:00,108447,114860,108074,114365,5
27.11.2020,10:51:00,108937,115268,108091,110489,45
27.11.2020,10:52:00,114525,115031,108017,112783,36
27.11.2020,10:53:00,110910,114991,108106,114942,80
27.11.2020,10:54:00,114986,115160,107983,114191,48
27.11.2020,10:55:00,112036,115240,108106,111653,77
27.11.2020,10:56:00,114402,115142,107900,111978,31
27.11.2020,10:57:00,110056,115189,108095,108252,30
27.11.2020,10:58:00,113604,115294,108170,114436,48
27.11.2020,10:59:00,115079,115232,108032,114776,28
27.11.2020,11:00:00,108796,115140,108258,109442,60
27.11.2020,11:01:00,114250,115215,107951,113379,5
27.11.2020,11:02:00,111450,115222,108037,111380,32
27.11.2020,11:03:00,114224,114990,108028,114888,34
27.11.2020,11:04:00,108545,115234,108001,114325,8
27.11.2020,11:05:00,108387,115145,108072,115145,32
27.11.2020,11:06:00,111756,115036,108006,114064,49
27.11.2020,11:07:00,111949,115237,107918,114204,50
27.11.2020,11:08:00,109640,115074,108046,114433,20
27.11.2020,11:09:00,108843,114974,108058,112131,71
27.11.2020,11:10:00,109885,115216,108042,110687,52
27.11.2020,11:11:00,113837,115009,107911,110245,13
27.11.2020,11:12:00,112531,115211,108084,112448,41
27.11.2020,11:13:00,109801,115190,108299,110356,26
27.11.2020,11:14:00,111199,115292,107924,113371,93
27.11.2020,11:15:00,112883,114894,108131,109699,53
27.11.2020,11:16:00,113240,114984,107958,110139,1
27.11.2020,11:17:00,113057,115288,108074,109399,86
27.11.2020,11:18:00,112344,115159,107977,108894,86
27.11.2020,11:19:00,114909,115250,107966,109800,50
27.11.2020,11:20:00,114373,115297,108052,111141,15
27.11.2020,11:21:00,110304,114956,107977,113470,15
27.11.2020,11:22:00,113400,115251,108049,109354,67
27.11.2020,11:23:00,108123,115123,108033,108647,68
27.11.2020,11:24:00,109150,115205,108026,112666,69
27.11.2020,11:25:00,113463,115269,108112,110629,69
27.11.2020,11:26:00,108937,115266,107941,113036,55
27.11.2020,11:27:00,112539,115075,107991,113023,32
27.11.2020,11:28:00,111391,115179,108166,114950,90
27.11.2020,11:29:00,112261,115210,107940,110616,94
27.11.2020,11:30:00,110029,115279,108069,114140,36
27.11.2020,11:31:00,113501,115224,107905,114010,13
27.11.2020,11:32:00,109178,115197,108315,111634,56
27.11.2020,11:33:00,113985,115198,107920,112738,92
27.11.2020,11:34:00,114027,115216,107955,113302,4
27.11.2020,11:35:00,111951,115154,107987,108446,88
27.11.2020,11:36:00,114191,114900,107932,107955,60
27.11.2020,11:37:00,115123,115211,107914,109937,85
27.11.2020,11:38:00,113030,115248,108015,108822,92
27.11.2020,11:39:00,112835,115236,108083,112166,69
27.11.2020,11:40:00,112896,115057,108085,111228,90
27.11.2020,11:41:00,114942,115282,108048,114998,64
27.11.2020,11:42:00,112937,115234,107909,115112,36
27.11.2020,11:43:00,111351,115266,108314,114672,6
27.11.2020,11:44:00,109078,115137,108456,113555,90
27.11.2020,11:45:00,112698,115268,107950,111146,16
27.11.2020,11:46:00,112896,115290,107963,111075,84
27.11.2020,11:47:00,112976,115099,107961,109500,84
27.11.2020,11:48:00,108265,115030,108054,111972,37
27.11.2020,11:49:00,114691,115213,108021,109452,49
27.11.2020,11:50:00,112377,115268,108090,109714,8
27.11.2020,11:51:00,111704,115242,108152,109652,37
27.11.2020,11:52:00,109655,114909,107918,111205,8
27.11.2020,11:53:00,109964,115269,108048,112458,30
27.11.2020,11:54:00,108192,114935,108192,113259,88
27.11.2020,11:55:00,108593,115019,107920,113436,74
27.11.2020,11:56:00,108147,115215,108046,113899,95
27.11.2020,11:57:00,114095,115230,108041,114123,93
27.11.2020,11:58:00,115037,115278,107993,113193,94
27.11.2020,11:59:00,113840,115150,107924,112510,39
27.11.2020,12:00:00,113135,114996,108053,112491,98
27.11.2020,12:01:00,108973,115295,108031,111066,53
27.11.2020,12:02:00,111652,115210,107985,108422,50
27.11.2020,12:03:00,112533,115286,107911,110929,18
27.11.2020,12:04:00,109232,115101,107924,110419,42
27.11.2020,12:05:00,110209,115285,107913,110340,26
27.11.2020,12:06:00,111948,115024,108007,108168,48
27.11.2020,12:07:00,111631,115174,107919,113782,37
27.11.2020,12:08:00,108731,115171,107928,114443,7
27.11.2020,12:09:00,110959,115239,107994,109765,33
27.11.2020,12:10:00,108644,115274,108034,112837,44
27.11.2020,12:11:00,115071,115187,107934,109145,55
27.11.2020,12:12:00,107938,114801,107938,113484,8
